symbol	kind	current_symbol
NUDT1	approved	NUDT1
NUDT10	approved	NUDT10
NUDT11	approved	NUDT11
NUDT12	approved	NUDT12
NUDT13	approved	NUDT13
NUDT14	approved	NUDT14
NUDT15	approved	NUDT15
NUDT15P1	approved	NUDT15P1
NUDT15P2	approved	NUDT15P2
NUDT16	approved	NUDT16
NUDT16-DT	approved	NUDT16-DT
NUDT16L1	approved	NUDT16L1
NUDT16L2P	approved	NUDT16L2P
NUDT17	approved	NUDT17
NUDT18	approved	NUDT18
NUDT19	approved	NUDT19
NUDT19-DT	approved	NUDT19-DT
NUDT19P1	approved	NUDT19P1
NUDT19P2	approved	NUDT19P2
NUDT19P3	approved	NUDT19P3
NUDT19P4	approved	NUDT19P4
NUDT19P5	approved	NUDT19P5
NUDT19P6	approved	NUDT19P6
NUDT2	approved	NUDT2
NUDT21	approved	NUDT21
NUDT21P1	approved	NUDT21P1
NUDT22	approved	NUDT22
NUDT3	approved	NUDT3
NUDT4	approved	NUDT4
NUDT4B	approved	NUDT4B
NUDT4P2	approved	NUDT4P2
NUDT5	approved	NUDT5
NUDT5P1	approved	NUDT5P1
NUDT6	approved	NUDT6
NUDT7	approved	NUDT7
NUDT8	approved	NUDT8
NUDT9	approved	NUDT9
NUDT9P1	approved	NUDT9P1
NUF2	approved	NUF2
NUFIP1	approved	NUFIP1
NUFIP1P1	approved	NUFIP1P1
NUFIP2	approved	NUFIP2
NUGGC	approved	NUGGC
NUMA1	approved	NUMA1
NUMA1-AS1	approved	NUMA1-AS1
NUMB	approved	NUMB
NUMBL	approved	NUMBL
NUP107	approved	NUP107
NUP107-DT	approved	NUP107-DT
NUP133	approved	NUP133
NUP133-DT	approved	NUP133-DT
NUP153	approved	NUP153
NUP153-AS1	approved	NUP153-AS1
NUP155	approved	NUP155
NUP160	approved	NUP160
NUP188	approved	NUP188
NUP205	approved	NUP205
NUP210	approved	NUP210
NUP210L	approved	NUP210L
NUP210P1	approved	NUP210P1
NUP210P2	approved	NUP210P2
NUP210P3	approved	NUP210P3
NUP214	approved	NUP214
NUP214-AS1	approved	NUP214-AS1
NUP35	approved	NUP35
NUP35P1	approved	NUP35P1
NUP35P2	approved	NUP35P2
NUP37	approved	NUP37
NUP42	approved	NUP42
NUP43	approved	NUP43
NUP50	approved	NUP50
NUP50-DT	approved	NUP50-DT
NUP50P1	approved	NUP50P1
NUP50P2	approved	NUP50P2
NUP50P3	approved	NUP50P3
NUP50P4	approved	NUP50P4
NUP54	approved	NUP54
NUP54-DT	approved	NUP54-DT
NUP58	approved	NUP58
NUP58P1	approved	NUP58P1
NUP62	approved	NUP62
NUP62CL	approved	NUP62CL
NUP85	approved	NUP85
NUP88	approved	NUP88
NUP93	approved	NUP93
NUP93-DT	approved	NUP93-DT
NUP98	approved	NUP98
NUPR1	approved	NUPR1
NUPR2	approved	NUPR2
NUPR2P1	approved	NUPR2P1
NUS1	approved	NUS1
NUS1P1	approved	NUS1P1
NUS1P2	approved	NUS1P2
NUS1P3	approved	NUS1P3
NUS1P4	approved	NUS1P4
NUSAP1	approved	NUSAP1
NUTF2	approved	NUTF2
NUTF2P2	approved	NUTF2P2
NUTF2P3	approved	NUTF2P3
NUTF2P4	approved	NUTF2P4
NUTF2P5	approved	NUTF2P5
NUTF2P6	approved	NUTF2P6
NUTF2P7	approved	NUTF2P7
NUTF2P8	approved	NUTF2P8
NUTM1	approved	NUTM1
NUTM2A	approved	NUTM2A
NUTM2A-AS1	approved	NUTM2A-AS1
NUTM2B	approved	NUTM2B
NUTM2B-AS1	approved	NUTM2B-AS1
NUTM2D	approved	NUTM2D
NUTM2E	approved	NUTM2E
NUTM2F	approved	NUTM2F
NUTM2G	approved	NUTM2G
NUTM2HP	approved	NUTM2HP
NVL	approved	NVL
NWD1	approved	NWD1
NWD2	approved	NWD2
NXF1	approved	NXF1
NXF2	approved	NXF2
NXF2B	approved	NXF2B
NXF3	approved	NXF3
NXF4	approved	NXF4
NXF5	approved	NXF5
NXN	approved	NXN
NXN-AS1	approved	NXN-AS1
NXNL1	approved	NXNL1
NXNL2	approved	NXNL2
NXNP1	approved	NXNP1
NXPE1	approved	NXPE1
NXPE2	approved	NXPE2
NXPE2P1	approved	NXPE2P1
NXPE3	approved	NXPE3
NXPE4	approved	NXPE4
NXPH1	approved	NXPH1
NXPH2	approved	NXPH2
NXPH3	approved	NXPH3
NXPH4	approved	NXPH4
NXT1	approved	NXT1
NXT1-AS1	approved	NXT1-AS1
NXT1P1	approved	NXT1P1
NXT2	approved	NXT2
NXTAR	approved	NXTAR
NYAP1	approved	NYAP1
NYAP2	approved	NYAP2
NYNRIN	approved	NYNRIN
NYX	approved	NYX
OACYLP	approved	OACYLP
OAF	approved	OAF
OARD1	approved	OARD1
OAS1	approved	OAS1
OAS2	approved	OAS2
OAS3	approved	OAS3
OASL	approved	OASL
OASL2P	approved	OASL2P
OAT	approved	OAT
OATP1	approved	OATP1
OAZ1	approved	OAZ1
OAZ1P1	approved	OAZ1P1
OAZ2	approved	OAZ2
OAZ3	approved	OAZ3
OBI1	approved	OBI1
OBI1-AS1	approved	OBI1-AS1
OBP2A	approved	OBP2A
OBP2B	approved	OBP2B
OBSCN	approved	OBSCN
OBSCN-AS1	approved	OBSCN-AS1
OBSCN-AS2	approved	OBSCN-AS2
OBSL1	approved	OBSL1
OC90	approved	OC90
OCA2	approved	OCA2
OCEL1	approved	OCEL1
OCIAD1	approved	OCIAD1
OCIAD1-AS1	approved	OCIAD1-AS1
OCIAD2	approved	OCIAD2
OCIAD2P1	approved	OCIAD2P1
OCLN	approved	OCLN
OCLNP1	approved	OCLNP1
OCM	approved	OCM
OCM2	approved	OCM2
OCRL	approved	OCRL
OCSTAMP	approved	OCSTAMP
ODAD1	approved	ODAD1
ODAD2	approved	ODAD2
ODAD2P1	approved	ODAD2P1
ODAD3	approved	ODAD3
ODAD4	approved	ODAD4
ODAM	approved	ODAM
ODAPH	approved	ODAPH
ODC1	approved	ODC1
ODC1-DT	approved	ODC1-DT
ODCP	approved	ODCP
ODF1	approved	ODF1
ODF2	approved	ODF2
ODF2-AS1	approved	ODF2-AS1
ODF2L	approved	ODF2L
ODF4	approved	ODF4
ODR4	approved	ODR4
OFCC1	approved	OFCC1
OFD1	approved	OFD1
OFD1P10Y	approved	OFD1P10Y
OFD1P11Y	approved	OFD1P11Y
OFD1P12Y	approved	OFD1P12Y
OFD1P13Y	approved	OFD1P13Y
OFD1P14Y	approved	OFD1P14Y
OFD1P15Y	approved	OFD1P15Y
OFD1P16Y	approved	OFD1P16Y
OFD1P17	approved	OFD1P17
OFD1P18Y	approved	OFD1P18Y
OFD1P1Y	approved	OFD1P1Y
OFD1P2Y	approved	OFD1P2Y
OFD1P3Y	approved	OFD1P3Y
OFD1P4Y	approved	OFD1P4Y
OFD1P5Y	approved	OFD1P5Y
OFD1P6Y	approved	OFD1P6Y
OFD1P7Y	approved	OFD1P7Y
OFD1P8Y	approved	OFD1P8Y
OFD1P9Y	approved	OFD1P9Y
OGA	approved	OGA
OGDH	approved	OGDH
OGDHL	approved	OGDHL
OGFOD1	approved	OGFOD1
OGFOD1P1	approved	OGFOD1P1
OGFOD2	approved	OGFOD2
OGFOD3	approved	OGFOD3
OGFR	approved	OGFR
OGFR-AS1	approved	OGFR-AS1
OGFRL1	approved	OGFRL1
OGFRP1	approved	OGFRP1
OGG1	approved	OGG1
OGN	approved	OGN
OGT	approved	OGT
OIP5	approved	OIP5
OIP5-AS1	approved	OIP5-AS1
OIT3	approved	OIT3
OLA1	approved	OLA1
OLA1P1	approved	OLA1P1
OLA1P2	approved	OLA1P2
OLA1P3	approved	OLA1P3
OLAH	approved	OLAH
OLFM1	approved	OLFM1
OLFM2	approved	OLFM2
OLFM3	approved	OLFM3
OLFM4	approved	OLFM4
OLFM5P	approved	OLFM5P
OLFML1	approved	OLFML1
OLFML2A	approved	OLFML2A
OLFML2B	approved	OLFML2B
OLFML3	approved	OLFML3
OLIG1	approved	OLIG1
OLIG2	approved	OLIG2
OLIG3	approved	OLIG3
OLMALINC	approved	OLMALINC
OLR1	approved	OLR1
OMA1	approved	OMA1
OMD	approved	OMD
OMG	approved	OMG
OMP	approved	OMP
ONECUT1	approved	ONECUT1
ONECUT2	approved	ONECUT2
ONECUT3	approved	ONECUT3
OOEP	approved	OOEP
OOEP-AS1	approved	OOEP-AS1
OOEPP1	approved	OOEPP1
OOEPP2	approved	OOEPP2
OOSP1	approved	OOSP1
OOSP1P1	approved	OOSP1P1
OOSP1P2	approved	OOSP1P2
OOSP2	approved	OOSP2
OOSP3	approved	OOSP3
OOSP4A	approved	OOSP4A
OOSP4B	approved	OOSP4B
OPA1	approved	OPA1
OPA1-AS1	approved	OPA1-AS1
OPA3	approved	OPA3
OPALIN	approved	OPALIN
OPCML	approved	OPCML
OPCML-IT1	approved	OPCML-IT1
OPCML-IT2	approved	OPCML-IT2
OPHN1	approved	OPHN1
OPLAH	approved	OPLAH
OPN1LW	approved	OPN1LW
OPN1MW	approved	OPN1MW
OPN1MW2	approved	OPN1MW2
OPN1MW3	approved	OPN1MW3
OPN1SW	approved	OPN1SW
OPN3	approved	OPN3
OPN4	approved	OPN4
OPN5	approved	OPN5
OPRD1	approved	OPRD1
OPRK1	approved	OPRK1
OPRL1	approved	OPRL1
OPRM1	approved	OPRM1
OPRPN	approved	OPRPN
OPTC	approved	OPTC
OPTN	approved	OPTN
OR10A2	approved	OR10A2
OR10A3	approved	OR10A3
OR10A4	approved	OR10A4
OR10A5	approved	OR10A5
OR10A6	approved	OR10A6
OR10A7	approved	OR10A7
OR10AA1P	approved	OR10AA1P
OR10AB1P	approved	OR10AB1P
OR10AC1	approved	OR10AC1
OR10AD1	approved	OR10AD1
OR10AE1P	approved	OR10AE1P
OR10AE3P	approved	OR10AE3P
OR10AF1P	approved	OR10AF1P
OR10AG1	approved	OR10AG1
OR10AH1P	approved	OR10AH1P
OR10AK1P	approved	OR10AK1P
OR10B1P	approved	OR10B1P
OR10C1	approved	OR10C1
OR10D1P	approved	OR10D1P
OR10D3	approved	OR10D3
OR10D4P	approved	OR10D4P
OR10D5P	approved	OR10D5P
OR10G1P	approved	OR10G1P
OR10G2	approved	OR10G2
OR10G3	approved	OR10G3
OR10G4	approved	OR10G4
OR10G5P	approved	OR10G5P
OR10G6	approved	OR10G6
OR10G7	approved	OR10G7
OR10G8	approved	OR10G8
OR10G9	approved	OR10G9
OR10H1	approved	OR10H1
OR10H2	approved	OR10H2
OR10H3	approved	OR10H3
OR10H4	approved	OR10H4
OR10H5	approved	OR10H5
OR10J1	approved	OR10J1
OR10J2P	approved	OR10J2P
OR10J3	approved	OR10J3
OR10J4	approved	OR10J4
OR10J5	approved	OR10J5
OR10J6P	approved	OR10J6P
OR10J7P	approved	OR10J7P
OR10J8P	approved	OR10J8P
OR10J9P	approved	OR10J9P
OR10K1	approved	OR10K1
OR10K2	approved	OR10K2
OR10N1P	approved	OR10N1P
OR10P1	approved	OR10P1
OR10Q1	approved	OR10Q1
OR10Q2P	approved	OR10Q2P
OR10R1P	approved	OR10R1P
OR10R2	approved	OR10R2
OR10R3P	approved	OR10R3P
OR10S1	approved	OR10S1
OR10T1P	approved	OR10T1P
OR10T2	approved	OR10T2
OR10U1P	approved	OR10U1P
OR10V1	approved	OR10V1
OR10V2P	approved	OR10V2P
OR10V3P	approved	OR10V3P
OR10V7P	approved	OR10V7P
OR10W1	approved	OR10W1
OR10X1	approved	OR10X1
OR10Y1P	approved	OR10Y1P
OR10Z1	approved	OR10Z1
OR11A1	approved	OR11A1
OR11G1P	approved	OR11G1P
OR11G2	approved	OR11G2
OR11H1	approved	OR11H1
OR11H12	approved	OR11H12
OR11H13P	approved	OR11H13P
OR11H2	approved	OR11H2
OR11H3P	approved	OR11H3P
OR11H4	approved	OR11H4
OR11H5P	approved	OR11H5P
OR11H6	approved	OR11H6
OR11H7	approved	OR11H7
OR11I1P	approved	OR11I1P
OR11J1P	approved	OR11J1P
OR11J2P	approved	OR11J2P
OR11J5P	approved	OR11J5P
OR11J6P	approved	OR11J6P
OR11J7P	approved	OR11J7P
OR11K1BP	approved	OR11K1BP
OR11K1P	approved	OR11K1P
OR11K2P	approved	OR11K2P
OR11L1	approved	OR11L1
OR11M1P	approved	OR11M1P
OR11N1P	approved	OR11N1P
OR11P1P	approved	OR11P1P
OR11Q1P	approved	OR11Q1P
OR12D1	approved	OR12D1
OR12D2	approved	OR12D2
OR12D3	approved	OR12D3
OR13A1	approved	OR13A1
OR13C1P	approved	OR13C1P
OR13C2	approved	OR13C2
OR13C3	approved	OR13C3
OR13C4	approved	OR13C4
OR13C5	approved	OR13C5
OR13C6P	approved	OR13C6P
OR13C7	approved	OR13C7
OR13C8	approved	OR13C8
OR13C9	approved	OR13C9
OR13D1	approved	OR13D1
OR13D2P	approved	OR13D2P
OR13D3P	approved	OR13D3P
OR13E1P	approved	OR13E1P
OR13F1	approved	OR13F1
OR13G1	approved	OR13G1
OR13H1	approved	OR13H1
OR13I1P	approved	OR13I1P
OR13J1	approved	OR13J1
OR13K1P	approved	OR13K1P
OR13Z1P	approved	OR13Z1P
OR13Z2P	approved	OR13Z2P
OR13Z3P	approved	OR13Z3P
OR14A16	approved	OR14A16
OR14A2	approved	OR14A2
OR14C36	approved	OR14C36
OR14I1	approved	OR14I1
OR14J1	approved	OR14J1
OR14K1	approved	OR14K1
OR14L1	approved	OR14L1
OR1A1	approved	OR1A1
OR1A2	approved	OR1A2
OR1AA1P	approved	OR1AA1P
OR1AB1P	approved	OR1AB1P
OR1AC1P	approved	OR1AC1P
OR1B1	approved	OR1B1
OR1C1	approved	OR1C1
OR1D2	approved	OR1D2
OR1D3P	approved	OR1D3P
OR1D4	approved	OR1D4
OR1D5	approved	OR1D5
OR1E1	approved	OR1E1
OR1E2	approved	OR1E2
OR1E3	approved	OR1E3
OR1F1	approved	OR1F1
OR1F12P	approved	OR1F12P
OR1F2P	approved	OR1F2P
OR1G1	approved	OR1G1
OR1H1P	approved	OR1H1P
OR1I1	approved	OR1I1
OR1J1	approved	OR1J1
OR1J2	approved	OR1J2
OR1J4	approved	OR1J4
OR1K1	approved	OR1K1
OR1L1	approved	OR1L1
OR1L3	approved	OR1L3
OR1L4	approved	OR1L4
OR1L6	approved	OR1L6
OR1L8	approved	OR1L8
OR1M1	approved	OR1M1
OR1M4P	approved	OR1M4P
OR1N1	approved	OR1N1
OR1N2	approved	OR1N2
OR1P1	approved	OR1P1
OR1Q1	approved	OR1Q1
OR1Q1BP	approved	OR1Q1BP
OR1R1	approved	OR1R1
OR1S1	approved	OR1S1
OR1S2	approved	OR1S2
OR1X1P	approved	OR1X1P
OR1X5P	approved	OR1X5P
OR2A1	approved	OR2A1
OR2A1-AS1	approved	OR2A1-AS1
OR2A12	approved	OR2A12
OR2A13P	approved	OR2A13P
OR2A14	approved	OR2A14
OR2A15P	approved	OR2A15P
OR2A2	approved	OR2A2
OR2A20P	approved	OR2A20P
OR2A25	approved	OR2A25
OR2A3P	approved	OR2A3P
OR2A4	approved	OR2A4
OR2A41P	approved	OR2A41P
OR2A42	approved	OR2A42
OR2A5	approved	OR2A5
OR2A7	approved	OR2A7
OR2A9P	approved	OR2A9P
OR2AD1P	approved	OR2AD1P
OR2AE1	approved	OR2AE1
OR2AF1P	approved	OR2AF1P
OR2AG1	approved	OR2AG1
OR2AG2	approved	OR2AG2
OR2AH1P	approved	OR2AH1P
OR2AI1P	approved	OR2AI1P
OR2AJ1	approved	OR2AJ1
OR2AK2	approved	OR2AK2
OR2AL1P	approved	OR2AL1P
OR2AM1P	approved	OR2AM1P
OR2AO1P	approved	OR2AO1P
OR2AP1	approved	OR2AP1
OR2AQ1P	approved	OR2AQ1P
OR2AS1P	approved	OR2AS1P
OR2AS2P	approved	OR2AS2P
OR2AT1P	approved	OR2AT1P
OR2AT2P	approved	OR2AT2P
OR2AT4	approved	OR2AT4
OR2B11	approved	OR2B11
OR2B2	approved	OR2B2
OR2B3	approved	OR2B3
OR2B4P	approved	OR2B4P
OR2B6	approved	OR2B6
OR2B7P	approved	OR2B7P
OR2B8	approved	OR2B8
OR2BH1P	approved	OR2BH1P
OR2C1	approved	OR2C1
OR2C3	approved	OR2C3
OR2D2	approved	OR2D2
OR2D3	approved	OR2D3
OR2E1P	approved	OR2E1P
OR2F1	approved	OR2F1
OR2F2	approved	OR2F2
OR2G1P	approved	OR2G1P
OR2G2	approved	OR2G2
OR2G3	approved	OR2G3
OR2G6	approved	OR2G6
OR2H1	approved	OR2H1
OR2H2	approved	OR2H2
OR2H4P	approved	OR2H4P
OR2H5P	approved	OR2H5P
OR2I1	approved	OR2I1
OR2J1	approved	OR2J1
OR2J2	approved	OR2J2
OR2J3	approved	OR2J3
OR2J4P	approved	OR2J4P
OR2K2	approved	OR2K2
OR2L13	approved	OR2L13
OR2L1P	approved	OR2L1P
OR2L2	approved	OR2L2
OR2L3	approved	OR2L3
OR2L5	approved	OR2L5
OR2L6P	approved	OR2L6P
OR2L8	approved	OR2L8
OR2L9P	approved	OR2L9P
OR2M1P	approved	OR2M1P
OR2M2	approved	OR2M2
OR2M3	approved	OR2M3
OR2M4	approved	OR2M4
OR2M5	approved	OR2M5
OR2M7	approved	OR2M7
OR2N1P	approved	OR2N1P
OR2P1P	approved	OR2P1P
OR2Q1P	approved	OR2Q1P
OR2R1P	approved	OR2R1P
OR2S1P	approved	OR2S1P
OR2S2	approved	OR2S2
OR2T1	approved	OR2T1
OR2T10	approved	OR2T10
OR2T11	approved	OR2T11
OR2T12	approved	OR2T12
OR2T2	approved	OR2T2
OR2T27	approved	OR2T27
OR2T29	approved	OR2T29
OR2T3	approved	OR2T3
OR2T32P	approved	OR2T32P
OR2T33	approved	OR2T33
OR2T34	approved	OR2T34
OR2T35	approved	OR2T35
OR2T4	approved	OR2T4
OR2T5	approved	OR2T5
OR2T6	approved	OR2T6
OR2T7	approved	OR2T7
OR2T8	approved	OR2T8
OR2U1P	approved	OR2U1P
OR2U2P	approved	OR2U2P
OR2V1	approved	OR2V1
OR2V2	approved	OR2V2
OR2W1	approved	OR2W1
OR2W1-AS1	approved	OR2W1-AS1
OR2W2P	approved	OR2W2P
OR2W3	approved	OR2W3
OR2W4P	approved	OR2W4P
OR2W5	approved	OR2W5
OR2W6P	approved	OR2W6P
OR2X1P	approved	OR2X1P
OR2Y1	approved	OR2Y1
OR2Z1	approved	OR2Z1
OR3A1	approved	OR3A1
OR3A2	approved	OR3A2
OR3A3	approved	OR3A3
OR3A4P	approved	OR3A4P
OR3A5P	approved	OR3A5P
OR3B1P	approved	OR3B1P
OR3D1P	approved	OR3D1P
OR4A10P	approved	OR4A10P
OR4A11P	approved	OR4A11P
OR4A12P	approved	OR4A12P
OR4A13P	approved	OR4A13P
OR4A14P	approved	OR4A14P
OR4A15	approved	OR4A15
OR4A16	approved	OR4A16
OR4A17P	approved	OR4A17P
OR4A18P	approved	OR4A18P
OR4A19P	approved	OR4A19P
OR4A1P	approved	OR4A1P
OR4A21P	approved	OR4A21P
OR4A2P	approved	OR4A2P
OR4A3P	approved	OR4A3P
OR4A40P	approved	OR4A40P
OR4A41P	approved	OR4A41P
OR4A42P	approved	OR4A42P
OR4A43P	approved	OR4A43P
OR4A44P	approved	OR4A44P
OR4A45P	approved	OR4A45P
OR4A46P	approved	OR4A46P
OR4A47	approved	OR4A47
OR4A48P	approved	OR4A48P
OR4A49P	approved	OR4A49P
OR4A4P	approved	OR4A4P
OR4A5	approved	OR4A5
OR4A50P	approved	OR4A50P
OR4A6P	approved	OR4A6P
OR4A7P	approved	OR4A7P
OR4A8	approved	OR4A8
OR4A9P	approved	OR4A9P
OR4B1	approved	OR4B1
OR4B2P	approved	OR4B2P
OR4C10P	approved	OR4C10P
OR4C11	approved	OR4C11
OR4C12	approved	OR4C12
OR4C13	approved	OR4C13
OR4C14P	approved	OR4C14P
OR4C15	approved	OR4C15
OR4C16	approved	OR4C16
OR4C1P	approved	OR4C1P
OR4C2P	approved	OR4C2P
OR4C3	approved	OR4C3
OR4C45	approved	OR4C45
OR4C46	approved	OR4C46
OR4C48P	approved	OR4C48P
OR4C49P	approved	OR4C49P
OR4C4P	approved	OR4C4P
OR4C5	approved	OR4C5
OR4C50P	approved	OR4C50P
OR4C6	approved	OR4C6
OR4C7P	approved	OR4C7P
OR4C9P	approved	OR4C9P
OR4D1	approved	OR4D1
OR4D10	approved	OR4D10
OR4D11	approved	OR4D11
OR4D2	approved	OR4D2
OR4D5	approved	OR4D5
OR4D6	approved	OR4D6
OR4D7P	approved	OR4D7P
OR4D8P	approved	OR4D8P
OR4D9	approved	OR4D9
OR4E1	approved	OR4E1
OR4E2	approved	OR4E2
OR4F13P	approved	OR4F13P
OR4F14P	approved	OR4F14P
OR4F15	approved	OR4F15
OR4F16	approved	OR4F16
OR4F17	approved	OR4F17
OR4F1P	approved	OR4F1P
OR4F21	approved	OR4F21
OR4F28P	approved	OR4F28P
OR4F29	approved	OR4F29
OR4F2P	approved	OR4F2P
OR4F3	approved	OR4F3
OR4F4	approved	OR4F4
OR4F5	approved	OR4F5
OR4F6	approved	OR4F6
OR4F7P	approved	OR4F7P
OR4F8BP	approved	OR4F8BP
OR4F8P	approved	OR4F8P
OR4G11P	approved	OR4G11P
OR4G1P	approved	OR4G1P
OR4G2P	approved	OR4G2P
OR4G3P	approved	OR4G3P
OR4G4P	approved	OR4G4P
OR4G6P	approved	OR4G6P
OR4H12P	approved	OR4H12P
OR4H6BP	approved	OR4H6BP
OR4H6P	approved	OR4H6P
OR4K1	approved	OR4K1
OR4K11P	approved	OR4K11P
OR4K12P	approved	OR4K12P
OR4K13	approved	OR4K13
OR4K14	approved	OR4K14
OR4K15	approved	OR4K15
OR4K16P	approved	OR4K16P
OR4K17	approved	OR4K17
OR4K2	approved	OR4K2
OR4K3	approved	OR4K3
OR4K4P	approved	OR4K4P
OR4K5	approved	OR4K5
OR4K6P	approved	OR4K6P
OR4K7P	approved	OR4K7P
OR4K8P	approved	OR4K8P
OR4L1	approved	OR4L1
OR4M1	approved	OR4M1
OR4M2	approved	OR4M2
OR4M2-OT1	approved	OR4M2-OT1
OR4M2B	approved	OR4M2B
OR4N1P	approved	OR4N1P
OR4N2	approved	OR4N2
OR4N3BP	approved	OR4N3BP
OR4N3P	approved	OR4N3P
OR4N4	approved	OR4N4
OR4N4C	approved	OR4N4C
OR4N5	approved	OR4N5
OR4P1P	approved	OR4P1P
OR4P4	approved	OR4P4
OR4Q1P	approved	OR4Q1P
OR4Q2	approved	OR4Q2
OR4Q3	approved	OR4Q3
OR4R1P	approved	OR4R1P
OR4R2P	approved	OR4R2P
OR4R3P	approved	OR4R3P
OR4S1	approved	OR4S1
OR4S2	approved	OR4S2
OR4T1P	approved	OR4T1P
OR4U1P	approved	OR4U1P
OR4V1P	approved	OR4V1P
OR4W1P	approved	OR4W1P
OR4X1	approved	OR4X1
OR4X2	approved	OR4X2
OR4X7P	approved	OR4X7P
OR51A10P	approved	OR51A10P
OR51A1P	approved	OR51A1P
OR51A2	approved	OR51A2
OR51A3P	approved	OR51A3P
OR51A4	approved	OR51A4
OR51A5P	approved	OR51A5P
OR51A6P	approved	OR51A6P
OR51A7	approved	OR51A7
OR51A8P	approved	OR51A8P
OR51A9P	approved	OR51A9P
OR51AB1P	approved	OR51AB1P
OR51B2	approved	OR51B2
OR51B3P	approved	OR51B3P
OR51B4	approved	OR51B4
OR51B5	approved	OR51B5
OR51B6	approved	OR51B6
OR51B8P	approved	OR51B8P
OR51C1	approved	OR51C1
OR51C4P	approved	OR51C4P
OR51D1	approved	OR51D1
OR51E1	approved	OR51E1
OR51E2	approved	OR51E2
OR51F1	approved	OR51F1
OR51F2	approved	OR51F2
OR51F3P	approved	OR51F3P
OR51F4P	approved	OR51F4P
OR51F5P	approved	OR51F5P
OR51G1	approved	OR51G1
OR51G2	approved	OR51G2
OR51H1	approved	OR51H1
OR51H2P	approved	OR51H2P
OR51I1	approved	OR51I1
OR51I2	approved	OR51I2
OR51J1	approved	OR51J1
OR51K1P	approved	OR51K1P
OR51L1	approved	OR51L1
OR51M1	approved	OR51M1
OR51N1P	approved	OR51N1P
OR51P1P	approved	OR51P1P
OR51Q1	approved	OR51Q1
OR51R1P	approved	OR51R1P
OR51S1	approved	OR51S1
OR51T1	approved	OR51T1
OR51V1	approved	OR51V1
OR52A1	approved	OR52A1
OR52A4P	approved	OR52A4P
OR52A5	approved	OR52A5
OR52B1P	approved	OR52B1P
OR52B2	approved	OR52B2
OR52B3P	approved	OR52B3P
OR52B4	approved	OR52B4
OR52B5P	approved	OR52B5P
OR52B6	approved	OR52B6
OR52D1	approved	OR52D1
OR52E1	approved	OR52E1
OR52E2	approved	OR52E2
OR52E3P	approved	OR52E3P
OR52E4	approved	OR52E4
OR52E5	approved	OR52E5
OR52E6	approved	OR52E6
OR52E7P	approved	OR52E7P
OR52E8	approved	OR52E8
OR52H1	approved	OR52H1
OR52H2P	approved	OR52H2P
OR52I1	approved	OR52I1
OR52I2	approved	OR52I2
OR52J1P	approved	OR52J1P
OR52J2P	approved	OR52J2P
OR52J3	approved	OR52J3
OR52K1	approved	OR52K1
OR52K2	approved	OR52K2
OR52K3P	approved	OR52K3P
OR52L1	approved	OR52L1
OR52L2P	approved	OR52L2P
OR52M1	approved	OR52M1
OR52M2P	approved	OR52M2P
OR52N1	approved	OR52N1
OR52N2	approved	OR52N2
OR52N3P	approved	OR52N3P
OR52N4	approved	OR52N4
OR52N5	approved	OR52N5
OR52P1	approved	OR52P1
OR52P2P	approved	OR52P2P
OR52Q1P	approved	OR52Q1P
OR52R1	approved	OR52R1
OR52S1P	approved	OR52S1P
OR52T1P	approved	OR52T1P
OR52U1P	approved	OR52U1P
OR52V1P	approved	OR52V1P
OR52W1	approved	OR52W1
OR52X1P	approved	OR52X1P
OR52Y1P	approved	OR52Y1P
OR52Z1	approved	OR52Z1
OR55B1P	approved	OR55B1P
OR56A1	approved	OR56A1
OR56A3	approved	OR56A3
OR56A4	approved	OR56A4
OR56A5	approved	OR56A5
OR56A7P	approved	OR56A7P
OR56B1	approved	OR56B1
OR56B2	approved	OR56B2
OR56B3P	approved	OR56B3P
OR56B4	approved	OR56B4
OR5A1	approved	OR5A1
OR5A2	approved	OR5A2
OR5AC1	approved	OR5AC1
OR5AC2	approved	OR5AC2
OR5AC4P	approved	OR5AC4P
OR5AH1P	approved	OR5AH1P
OR5AK1P	approved	OR5AK1P
OR5AK2	approved	OR5AK2
OR5AK3P	approved	OR5AK3P
OR5AK4P	approved	OR5AK4P
OR5AL1	approved	OR5AL1
OR5AL2P	approved	OR5AL2P
OR5AM1P	approved	OR5AM1P
OR5AN1	approved	OR5AN1
OR5AN2P	approved	OR5AN2P
OR5AO1P	approved	OR5AO1P
OR5AP1P	approved	OR5AP1P
OR5AP2	approved	OR5AP2
OR5AQ1P	approved	OR5AQ1P
OR5AR1	approved	OR5AR1
OR5AS1	approved	OR5AS1
OR5AU1	approved	OR5AU1
OR5AW1P	approved	OR5AW1P
OR5AZ1P	approved	OR5AZ1P
OR5B10P	approved	OR5B10P
OR5B12	approved	OR5B12
OR5B15P	approved	OR5B15P
OR5B17	approved	OR5B17
OR5B19P	approved	OR5B19P
OR5B1P	approved	OR5B1P
OR5B2	approved	OR5B2
OR5B21	approved	OR5B21
OR5B3	approved	OR5B3
OR5BA1P	approved	OR5BA1P
OR5BB1P	approved	OR5BB1P
OR5BC1P	approved	OR5BC1P
OR5BD1P	approved	OR5BD1P
OR5BE1P	approved	OR5BE1P
OR5BH1P	approved	OR5BH1P
OR5BJ1P	approved	OR5BJ1P
OR5BK1P	approved	OR5BK1P
OR5BL1P	approved	OR5BL1P
