symbol	kind	current_symbol
KIAA0094	alias	METAP1
KIAA0095	alias	NUP93
KIAA0096	alias	SNRK
KIAA0097	alias	CKAP5
KIAA0098	alias	CCT5
KIAA0099	alias	PUM1
KIAA0100	prev	BLTP2
KIAA0101	prev	PCLAF
KIAA0102	alias	SPCS2
KIAA0103	prev	EMC2
KIAA0104	alias	MRPL19
KIAA0105	alias	WTAP
KIAA0106	alias	PRDX6
KIAA0107	alias	PSMD6
KIAA0108	alias	LAPTM4A
KIAA0110	alias	MAD2L1BP
KIAA0111	alias	EIF4A3
KIAA0112	alias	RRS1
KIAA0113	alias	TNIP1
KIAA0114	prev	DANCR
KIAA0115	alias	DDOST
KIAA0116	alias	EXOSC7
KIAA0117	alias	RBM34
KIAA0118	alias	RAB21
KIAA0119	alias	AKR1C3
KIAA0120	alias	TAGLN2
KIAA0121	alias	VGLL4
KIAA0122	alias	RBM10
KIAA0123	alias	PMPCA
KIAA0124	alias	BOP1
KIAA0125	prev	FAM30A
KIAA0125P1	prev	FAM30B
KIAA0125P2	prev	FAM30C
KIAA0126	alias	UBE4A
KIAA0127	alias	SERTAD2
KIAA0128	alias	SEPTIN6
KIAA0129	alias	TRIM14
KIAA0130	alias	MED24
KIAA0131	alias	ARHGAP4
KIAA0132	alias	KEAP1
KIAA0133	prev	URB2
KIAA0134	alias	DHX34
KIAA0135	alias	PASK
KIAA0136	alias	MORC3
KIAA0137	alias	TLK1
KIAA0138	alias	SAFB2
KIAA0139	alias	EIF3A
KIAA0140	prev	FAM53B
KIAA0141	prev	DELE1
KIAA0142	alias	ARHGEF7
KIAA0143	alias	EFR3A
KIAA0144	alias	UBAP2L
KIAA0145	alias	DGKD
KIAA0146	prev	SPIDR
KIAA0147	alias	SCRIB
KIAA0148	alias	GIT2
KIAA0149	alias	SCARF1
KIAA0150	alias	ZC3H3
KIAA0151	alias	IKBKE
KIAA0152	prev	MLEC
KIAA0153	alias	TTLL12
KIAA0154	alias	GGA3
KIAA0155	alias	CTR9
KIAA0156	alias	SART3
KIAA0157	prev	ABRAXAS2
KIAA0158	alias	SEPTIN2
KIAA0159	alias	NCAPD2
KIAA0160	alias	SUZ12
KIAA0161	alias	RNF144A
KIAA0162	alias	SUPT6H
KIAA0163	alias	DGCR2
KIAA0164	alias	BCLAF1
KIAA0165	alias	ESPL1
KIAA0166	alias	KNTC1
KIAA0168	alias	RASSF2
KIAA0169	prev	NUP188
KIAA0170	alias	MDC1
KIAA0171	alias	CLINT1
KIAA0172	alias	KANK1
KIAA0173	alias	TTLL4
KIAA0174	prev	IST1
KIAA0175	alias	MELK
KIAA0176	alias	KCTD2
KIAA0178	alias	SMC1A
KIAA0179	prev	RRP1B
KIAA0180	alias	POFUT1
KIAA0181	alias	NCOA6
KIAA0182	prev	GSE1
KIAA0183	alias	FAM120A
KIAA0184	alias	DIP2A
KIAA0185	alias	PDCD11
KIAA0186	alias	GINS1
KIAA0187	alias	BMS1
KIAA0188	alias	LPIN1
KIAA0189	alias	STARD8
KIAA0190	alias	USP10
KIAA0191	alias	TUT4
KIAA0192	alias	MED12
KIAA0193	alias	SCRN1
KIAA0194	alias	HMGXB3
KIAA0195	prev	TMEM94
KIAA0196	prev	WASHC5
KIAA0196-AS1	prev	WASHC5-AS1
KIAA0197	alias	NUP160
KIAA0199	alias	SCAP
KIAA0200	alias	MAML1
KIAA0201	alias	HSPH1
KIAA0202	alias	SEPTIN8
KIAA0203	alias	RB1CC1
KIAA0204	alias	SLK
KIAA0205	alias	LPGAT1
KIAA0206	alias	LHFPL2
KIAA0208	alias	DVL3
KIAA0209	alias	DOCK2
KIAA0210	alias	TBC1D5
KIAA0211	alias	ZNF592
KIAA0212	alias	EDEM1
KIAA0213	alias	MAP3K4
KIAA0214	alias	MFN2
KIAA0215	alias	JADE3
KIAA0216	alias	MYO18A
KIAA0217	prev	LARP4B
KIAA0218	alias	TATDN2
KIAA0219	alias	GCN1
KIAA0220	alias	NPIPB3
KIAA0221	alias	UPF1
KIAA0222	alias	ZNF516
KIAA0223	alias	ARHGAP45
KIAA0224	alias	DHX38
KIAA0225	alias	NUP205
KIAA0226	prev	RUBCN
KIAA0226L	prev	RUBCNL
KIAA0227	alias	TTC9
KIAA0228	alias	APPBP2
KIAA0229	alias	ANKS1A
KIAA0230	alias	PXDN
KIAA0231	alias	LRRC8B
KIAA0233	alias	PIEZO1
KIAA0234	alias	KDM5D
KIAA0235	alias	PUM2
KIAA0236	alias	ZNF142
KIAA0237	alias	KCNK15
KIAA0238	alias	SLC23A2
KIAA0239	alias	JADE2
KIAA0240	prev	BICRAL
KIAA0241	prev	AVL9
KIAA0242	alias	UBXN4
KIAA0243	alias	TSC1
KIAA0245	alias	SLC7A6
KIAA0246	alias	STAB1
KIAA0247	prev	SUSD6
KIAA0248	alias	GBF1
KIAA0249	alias	LPIN2
KIAA0250	alias	SMG7
KIAA0251	alias	PDXDC1
KIAA0252	prev	RTF1
KIAA0253	alias	NCSTN
KIAA0254	alias	SNX19
KIAA0255	alias	TM9SF4
KIAA0256	alias	SECISBP2L
KIAA0257	alias	TMEM131
KIAA0258	prev	RGP1
KIAA0259	alias	TOPBP1
KIAA0260	alias	SLC35D1
KIAA0261	prev	WAPL
KIAA0262	alias	RNF10
KIAA0263	alias	IP6K1
KIAA0264	alias	MRPS27
KIAA0265	alias	KLHDC10
KIAA0266	prev	UTP14C
KIAA0267	alias	SLC9A6
KIAA0268	alias	MIA3
KIAA0269	alias	WASF1
KIAA0270	alias	PALM
KIAA0271	alias	BCL2L2
KIAA0272	alias	BAP1
KIAA0273	alias	PHYHIP
KIAA0274	prev	FIG4
KIAA0275	alias	SPOCK2
KIAA0276	alias	DCUN1D4
KIAA0277	alias	RAPGEF5
KIAA0278	alias	ARC
KIAA0279	alias	CELSR2
KIAA0280	prev	FAM168A
KIAA0280L	alias	FAM168B
KIAA0281	alias	ELMO1
KIAA0283	alias	PTPRT
KIAA0284	prev	CEP170B
KIAA0285	alias	C2CD2L
KIAA0286	alias	NEMP1
KIAA0287	alias	PEG3
KIAA0288	alias	HDAC4
KIAA0290	alias	FCHO1
KIAA0291	alias	CLIP2
KIAA0293	alias	CUX2
KIAA0294	alias	ARHGEF10
KIAA0295	alias	ZNF609
KIAA0296	alias	ZNF646
KIAA0298	alias	TRIM66
KIAA0299	alias	DOCK3
KIAA0300	alias	PDZD2
KIAA0301	alias	MDN1
KIAA0303	alias	MAST4
KIAA0304	alias	KMT2B
KIAA0305	alias	ZFYVE16
KIAA0306	alias	CIC
KIAA0307	alias	ARNT2
KIAA0308	alias	CHD9
KIAA0309	alias	SRCAP
KIAA0310	prev	SEC16A
KIAA0311	alias	AKAP6
KIAA0312	alias	HUWE1
KIAA0313	alias	RAPGEF2
KIAA0314	alias	BAZ2A
KIAA0315	alias	PLXNB2
KIAA0316	alias	FRMPD4
KIAA0317	prev	AREL1
KIAA0318	alias	RIMBP2
KIAA0320	alias	TLN2
KIAA0321	alias	ZFYVE26
KIAA0322	alias	HECW1
KIAA0323	prev	KHNYN
KIAA0324	alias	SRRM2
KIAA0326	alias	ZNF629
KIAA0327	alias	PCDHGA8
KIAA0328	alias	ALMS1
KIAA0329	prev	TECPR2
KIAA0330	alias	CABIN1
KIAA0331	alias	SEMA3E
KIAA0333	alias	DIDO1
KIAA0334	alias	CLOCK
KIAA0335	alias	ZNF518A
KIAA0336	alias	GCC2
KIAA0337	alias	ARHGEF17
KIAA0338	alias	EPB41L1
KIAA0339	alias	SETD1A
KIAA0340	alias	RIMS1
KIAA0342	alias	TRANK1
KIAA0343	alias	NRCAM
KIAA0345	alias	PCDHA9
KIAA0346	alias	KDM6B
KIAA0347	alias	PER2
KIAA0349	alias	UBR2
KIAA0350	prev	CLEC16A
KIAA0351	alias	RALGPS1
KIAA0352	alias	ZBTB39
KIAA0353	alias	SYNM
KIAA0354	alias	ZBTB5
KIAA0355	prev	GARRE1
KIAA0356	alias	PLEKHM1
KIAA0357	alias	DNAH9
KIAA0358	alias	MADD
KIAA0359	alias	KIF3B
KIAA0360	alias	SALL2
KIAA0361	alias	PFAS
KIAA0362	alias	MCF2L
KIAA0363	alias	NACAD
KIAA0364	alias	IGSF1
KIAA0365	alias	SUGP2
KIAA0366	alias	ADAMTS3
KIAA0367	prev	PRUNE2
KIAA0368	prev	ECPAS
KIAA0369	alias	DCLK1
KIAA0370	alias	XPO6
KIAA0371	alias	MTMR3
KIAA0372	prev	SKIC3
KIAA0373	alias	CEP290
KIAA0375	alias	RUSC2
KIAA0376	alias	SPECC1L
KIAA0377	alias	PPIP5K1
KIAA0377P	alias	PPIP5K1P1
KIAA0378	alias	ERC2
KIAA0379	alias	ANKRD28
KIAA0380	alias	ARHGEF11
KIAA0381	alias	DAAM2
KIAA0382	alias	ARHGEF12
KIAA0384	alias	CTNND1
KIAA0385	alias	ZMYM3
KIAA0386	alias	RIPOR2
KIAA0387	alias	PTPRN2
KIAA0388	alias	EZH1
KIAA0389	alias	MYO6
KIAA0390	alias	ZNF536
KIAA0391	prev	PRORP
KIAA0392	alias	ENTPD4
KIAA0394	alias	GAS7
KIAA0395	alias	ZHX3
KIAA0397	alias	SGSM2
KIAA0399	alias	ZZEF1
KIAA0400	alias	ASAP2
KIAA0402	alias	PCNT
KIAA0403	alias	IPCEF1
KIAA0404	alias	ATG2A
KIAA0406	prev	TTI1
KIAA0407	alias	PLXNB1
KIAA0409	prev	RRP8
KIAA0410	alias	NUP58
KIAA0411	alias	SRGAP3
KIAA0412	alias	ZNF264
KIAA0414	alias	ZBTB43
KIAA0415	prev	AP5Z1
KIAA0416	alias	LRRTM2
KIAA0417	alias	HSPA12A
KIAA0418	alias	SH3PXD2A
KIAA0419	alias	CCP110
KIAA0420	alias	SEC14L5
KIAA0421	alias	SMG1
KIAA0423	prev	TOGARAM1
KIAA0424	alias	ARHGEF9
KIAA0425	alias	ZMYM4
KIAA0426	alias	ZSCAN12
KIAA0427	prev	CTIF
KIAA0428	alias	MBNL1
KIAA0429	alias	MTSS1
KIAA0430	prev	MARF1
KIAA0431	alias	ATMIN
KIAA0433	alias	PPIP5K2
KIAA0435	alias	PCNX2
KIAA0436	alias	PREPL
KIAA0437	alias	SETBP1
KIAA0438	alias	PJA2
KIAA0439	alias	NEDD4L
KIAA0440	alias	SIPA1L1
KIAA0441	alias	ZBTB24
KIAA0442	alias	AUTS2
KIAA0446	alias	SLC25A44
KIAA0447	alias	SLC35E2A
KIAA0448	alias	HS2ST1
KIAA0449	alias	KIF21B
KIAA0450	alias	PLCH2
KIAA0451	alias	CDC42BPA
KIAA0452	alias	TTC39A
KIAA0453	alias	VPS13D
KIAA0454	alias	PDE4DIP
KIAA0455	alias	PLPPR4
KIAA0456	alias	SRGAP2
KIAA0458	alias	RERE
KIAA0459	alias	OTUD3
KIAA0460	prev	RPRD2
KIAA0461	alias	POGZ
KIAA0462	alias	UBR4
KIAA0463	alias	PLXNA2
KIAA0464	alias	NOS1AP
KIAA0465	alias	MACF1
KIAA0467	prev	SZT2
KIAA0469	alias	KLHL21
KIAA0470	prev	CEP170
KIAA0470L	prev	CEP170P1
KIAA0471	alias	RABGAP1L
KIAA0472	alias	DSTYK
KIAA0473	alias	DNAJC6
KIAA0474	alias	RAP1GAP
KIAA0475	alias	FAM20B
KIAA0476	prev	DENND4B
KIAA0477	alias	PDE4DIP
KIAA0478	alias	ZBTB40
KIAA0479	alias	NMNAT2
KIAA0480	alias	CEP350
KIAA0483	alias	FBXO28
KIAA0487	alias	NUDT4
KIAA0488	alias	SNX27
KIAA0491	alias	SH3GLB1
KIAA0493	alias	LINC00869
KIAA0494	prev	EFCAB14
KIAA0494-AS1	prev	EFCAB14-AS1
KIAA0495	prev	GFOD3P
KIAA0496	alias	ZFTRAF1
KIAA0500	alias	CLMN
KIAA0507	prev	RRP15
KIAA0512	alias	ARMCX2
KIAA0514	prev	GPRIN2
KIAA0515	prev	PRRC2B
KIAA0516	alias	SPAG9
KIAA0517	alias	TRIM2
KIAA0518	alias	MGA
KIAA0521	alias	ARHGEF18
KIAA0522	alias	IQSEC2
KIAA0523	alias	WSCD1
KIAA0524	alias	SARM1
KIAA0525	alias	ERAP1
KIAA0526	alias	SPTLC2
KIAA0527	alias	SUSD5
KIAA0528	prev	C2CD5
KIAA0529	alias	USP15
KIAA0530	alias	ZNF292
KIAA0534	alias	ATRNL1
KIAA0535	alias	ST18
KIAA0536	alias	PRP4K
KIAA0537	alias	NUAK1
KIAA0538	alias	RASA4
KIAA0539	alias	URB1
KIAA0540	alias	NBEAL2
KIAA0541	alias	WDR7
KIAA0542	alias	SFI1
KIAA0543	alias	SSPOP
KIAA0544	alias	MGRN1
KIAA0545	alias	SIPA1L3
KIAA0546	alias	ZFC3H1
KIAA0547	alias	LCMT2
KIAA0549	alias	TRAK2
KIAA0550	alias	ADGRB3
KIAA0551	alias	TNIK
KIAA0552	alias	LZTS3
KIAA0553	prev	GPATCH8
KIAA0554	alias	FNBP1
KIAA0555	alias	JAKMIP2
KIAA0556	prev	KATNIP
KIAA0557	alias	ZNF500
KIAA0558	alias	CACNA2D2
KIAA0559	alias	PCLO
KIAA0560	alias	AQR
KIAA0561	alias	MAST3
KIAA0562	prev	CEP104
KIAA0563	alias	LRRC37A
KIAA0564	prev	VWA8
KIAA0565	alias	CCDC144A
KIAA0566	alias	ATP10A
KIAA0567	alias	OPA1
KIAA0569	alias	ZEB2
KIAA0570	alias	USP34
KIAA0571	alias	GAB2
KIAA0572	alias	MCM3AP
KIAA0573	alias	ERP44
KIAA0574	alias	ENTREP2
KIAA0575	alias	GREB1
KIAA0576	alias	ZNF451
KIAA0578	alias	NRXN1
KIAA0581	alias	PLCB1
KIAA0582	prev	CEP68
KIAA0583	alias	DLG5
KIAA0584	alias	COLGALT2
KIAA0585	alias	JMJD6
KIAA0588	alias	PCDHGA12
KIAA0589	alias	PIP5K1C
KIAA0590	alias	IFT140
KIAA0591	alias	KIF1B
KIAA0592	alias	WASHC2C
KIAA0593	alias	MED13
KIAA0594	alias	SMC5
KIAA0595	alias	PPRC1
KIAA0596	alias	MAPKBP1
KIAA0598	alias	CHST15
KIAA0599	prev	PLEKHG3
KIAA0600	alias	HDAC5
KIAA0601	alias	KDM1A
KIAA0602	alias	PACS2
KIAA0603	alias	TBC1D4
KIAA0604	alias	ECE2
KIAA0605	alias	ADAMTSL2
KIAA0606	alias	PHLPP1
KIAA0608	alias	TBC1D12
KIAA0609	alias	LARGE1
KIAA0610	alias	SPART
KIAA0611	alias	ATP9A
KIAA0612	alias	TSPOAP1
KIAA0613	alias	LDB3
KIAA0614	alias	HECTD4
KIAA0616	alias	CRTC1
KIAA0618	alias	POM121
KIAA0620	alias	PLXND1
KIAA0621	alias	ARHGAP26
KIAA0622	alias	CLASP1
KIAA0623	alias	ULK2
KIAA0625	alias	SETX
KIAA0626	alias	MFAP3L
KIAA0627	alias	CLASP2
KIAA0628	alias	ZNF623
KIAA0629	alias	AKAP11
KIAA0630	alias	HIPK1
KIAA0631	alias	ACSBG1
KIAA0632	alias	PTCD1
KIAA0633	alias	COBL
KIAA0634	alias	ASTN2
KIAA0635	prev	CEP135
KIAA0637	alias	ZBED4
KIAA0638	alias	PHLDB1
KIAA0639	alias	KIF13B
KIAA0640	alias	SWAP70
KIAA0641	alias	LMTK1
KIAA0642	alias	GIGYF2
KIAA0643	alias	IFT38
KIAA0644	alias	TRIL
KIAA0645	alias	DEPDC5
KIAA0646	alias	RNF8
KIAA0647	alias	MTMR4
KIAA0648	alias	PDS5A
KIAA0649	prev	PPP1R26
KIAA0649P1	prev	PPP1R26P1
KIAA0649P2	prev	PPP1R26P2
KIAA0649P3	prev	PPP1R26P3
KIAA0649P4	prev	PPP1R26P4
KIAA0649P5	prev	PPP1R26P5
KIAA0650	alias	SMCHD1
KIAA0651	alias	ARHGEF2
KIAA0652	prev	ATG13
KIAA0653	alias	ICOSLG
KIAA0654	alias	PPFIA3
KIAA0655	alias	HIP1R
KIAA0656	alias	SNAP91
KIAA0657	alias	OBSL1
KIAA0659	alias	DAGLA
KIAA0660	alias	G3BP2
KIAA0661	alias	RNF40
KIAA0662	alias	PHF2
KIAA0663	alias	ZC3H11A
KIAA0664	prev	CLUH
KIAA0664L1	alias	CLUHP1
KIAA0664L2	alias	CLUHP2
KIAA0664L3	prev	CLUHP3
KIAA0664L4	alias	CLUHP4
KIAA0664L5	alias	CLUHP5
KIAA0664P1	prev	CLUHP1
KIAA0664P2	prev	CLUHP2
KIAA0664P3	prev	CLUHP3
KIAA0664P4	prev	CLUHP4
KIAA0664P5	prev	CLUHP5
KIAA0665	alias	RAB11FIP3
KIAA0666	alias	DAAM1
KIAA0667	alias	CAND2
KIAA0669	alias	TSC22D2
KIAA0670	alias	ACIN1
KIAA0671	alias	SOCS5
KIAA0672	alias	ARHGAP44
KIAA0673	alias	NPHP4
KIAA0674	prev	FKBP15
KIAA0676	alias	TBC1D9B
KIAA0677	alias	KDM4A
KIAA0678	alias	DNAJC13
KIAA0680	alias	PHACTR2
KIAA0681	alias	L3MBTL1
KIAA0682	alias	RBM19
KIAA0683	alias	TELO2
KIAA0684	alias	UBE4B
KIAA0685	prev	PPP6R2
KIAA0686	alias	ADGRV1
KIAA0688	alias	ADAMTS4
KIAA0689	alias	CSTF2T
KIAA0690	prev	RRP12
KIAA0691	alias	CNOT3
KIAA0692	prev	ANKLE2
KIAA0693	alias	SS18L1
KIAA0694	alias	DOCK10
KIAA0696	alias	FBXW11
KIAA0697	alias	ANKRD17
KIAA0698	alias	HEPH
KIAA0699	alias	BICD2
KIAA0700	alias	SIN3A
KIAA0701	alias	BLTP3B
KIAA0702	alias	SLC24A1
KIAA0703	alias	ATP2C2
KIAA0704	alias	OSBPL3
KIAA0705	alias	ACTRT1
KIAA0707	alias	ACOT11
KIAA0708	alias	CUL9
KIAA0709	alias	MRC2
KIAA0710	alias	PAN2
KIAA0711	alias	KBTBD11
KIAA0712	alias	ARHGAP32
KIAA0713	alias	SNX13
KIAA0714	alias	LTN1
KIAA0715	alias	ATP10B
KIAA0716	alias	DOCK4
KIAA0717	alias	RHOBTB2
KIAA0718	alias	DGKB
KIAA0719	alias	TOMM70
KIAA0720	alias	PLEKHG5
KIAA0721	alias	TSPYL4
KIAA0723	alias	MATR3
KIAA0724	alias	IPO13
KIAA0725	alias	DDHD2
KIAA0726	alias	CLSTN3
KIAA0727	alias	MYO1D
KIAA0728	alias	DST
KIAA0729	alias	USP34
KIAA0730	alias	SACS
KIAA0731	alias	LARP1
KIAA0732	alias	SMG6
KIAA0733	alias	TAB2
KIAA0734	alias	BAIAP3
KIAA0735	alias	SV2B
KIAA0736	alias	SV2A
KIAA0737	prev	TOX4
KIAA0738	alias	TCAF1
KIAA0740	alias	RHOBTB1
KIAA0741	alias	EIF5B
KIAA0742	alias	KDM3A
KIAA0743	alias	NRXN3
KIAA0744	alias	HDAC9
KIAA0745	alias	XPO7
KIAA0746	alias	SEL1L3
KIAA0747	alias	ESYT1
KIAA0748	prev	TESPA1
KIAA0749	alias	DDN
KIAA0750	alias	MICAL2
KIAA0751	alias	RIMS2
KIAA0754	prev	MACF1
KIAA0755	alias	SEC24D
KIAA0756	alias	NFASC
KIAA0757	alias	SPATA2
KIAA0758	alias	ADGRF5
KIAA0759	prev	ANGEL1
KIAA0759L	alias	ANGEL2
KIAA0760	alias	ZNF423
KIAA0762	alias	SPON1
KIAA0763	alias	IQSEC1
KIAA0764	alias	SUPT7L
KIAA0765	alias	RBM12
KIAA0766	alias	EPM2AIP1
KIAA0767	alias	GRAMD4
KIAA0768	alias	ADGRL3
KIAA0769	alias	FCHSD2
KIAA0770	alias	VPS39
KIAA0771	alias	PPP1R13B
KIAA0772	alias	OSBPL2
KIAA0773	alias	FAM131B
KIAA0774	prev	MTUS2
KIAA0775	alias	TBKBP1
KIAA0776	prev	UFL1
KIAA0777	alias	SORBS2
KIAA0779	alias	TMCC1
KIAA0780	alias	KDM4C
KIAA0781	alias	SIK2
KIAA0783	alias	PHF14
KIAA0784	alias	ADNP
KIAA0785	alias	ZBED1
KIAA0786	alias	ADGRL2
KIAA0787	alias	CAMKK2
KIAA0788	alias	SNRNP200
KIAA0789	alias	WSCD2
KIAA0790	alias	SASH1
KIAA0791	alias	NUP155
KIAA0792	prev	TMEM63A
KIAA0793	alias	FARP2
KIAA0794	alias	UBXN7
KIAA0795	alias	KLHL18
KIAA0796	alias	SYNE1
KIAA0797	alias	SENP6
KIAA0798	alias	ZNF432
KIAA0799	alias	MYO10
KIAA0800	alias	DCAF1
KIAA0801	alias	DDX46
KIAA0802	prev	MTCL1
KIAA0803	alias	AKAP9
KIAA0804	prev	VPS8
KIAA0805	alias	PCNX1
KIAA0806	alias	LRIG2
KIAA0807	alias	MAST2
KIAA0808	alias	TOX
KIAA0809	alias	RAD54L2
KIAA0810	alias	SUN1
KIAA0819	alias	MICAL3
KIAA0820	alias	DNM3
KIAA0821	alias	ADGRL1
KIAA0822	alias	ABCA8
KIAA0823	alias	PPP1R16B
KIAA0824	alias	PCF11
KIAA0826	prev	FRYL
KIAA0827	alias	NFAT5
KIAA0828	alias	AHCYL2
KIAA0829	alias	CAND1
KIAA0830	alias	ENDOD1
KIAA0831	prev	ATG14
KIAA0833	alias	CAMTA1
KIAA0836	alias	GLCE
KIAA0837	alias	ACSL6
KIAA0838	alias	GLS
KIAA0839	alias	RAB3GAP2
KIAA0840	alias	FBXL7
KIAA0841	prev	HAUS5
KIAA0842	alias	PLEKHM2
KIAA0843	alias	ABLIM3
KIAA0844	alias	ZNF365
KIAA0846	alias	RASGRP3
KIAA0847	alias	TTBK2
KIAA0848	alias	SLITRK3
KIAA0849	alias	CYLD
KIAA0850	alias	IVNS1ABP
KIAA0851	alias	SACM1L
KIAA0852	alias	MORC2
KIAA0853	prev	ZC3H13
KIAA0854	alias	ZHX2
KIAA0856	alias	DMXL2
KIAA0857	alias	RAB11FIP5
KIAA0858	alias	LMO7
KIAA0859	prev	METTL13
KIAA0860	alias	UBOX5
KIAA0861	alias	MCF2L2
KIAA0862	alias	SHOC2
KIAA0863	alias	ADNP2
KIAA0865	alias	MYO16
KIAA0867	alias	MLXIP
KIAA0868	alias	CNTNAP2
KIAA0869	alias	WWC1
KIAA0870	alias	DENND3
KIAA0871	alias	RUFY3
KIAA0872	alias	MON1B
KIAA0874	alias	ANKRD12
KIAA0875	alias	FBXO21
KIAA0876	alias	KDM4B
KIAA0877	alias	DPY19L1
KIAA0878	alias	RHOBTB3
KIAA0879	alias	ENPP4
KIAA0881	alias	TAOK2
KIAA0882	alias	TBC1D9
KIAA0884	alias	RALGAPA1
KIAA0886	alias	RTN4
KIAA0887	alias	FAF2
KIAA0888	alias	FAM169A
KIAA0888L	alias	FAM169BP
KIAA0889	prev	MTCL2
KIAA0890	alias	DHX30
KIAA0891	alias	USP19
KIAA0892	prev	MAU2
KIAA0893	alias	WDR47
KIAA0895	prev	MATCAP2
KIAA0895L	prev	MATCAP1
KIAA0895LP1	prev	MATCAP1P1
KIAA0896	alias	UBR5
KIAA0898	alias	TRIM37
KIAA0899	alias	AP2A2
KIAA0900	alias	WASF3
KIAA0901	alias	HDAC6
KIAA0902	alias	CNKSR2
KIAA0903	alias	EHBP1
KIAA0904	alias	CDK12
KIAA0905	alias	SEC31A
KIAA0906	alias	NUP210
KIAA0907	prev	KHDC4
KIAA0908	alias	PCYOX1
KIAA0909	alias	CAMTA2
KIAA0911	alias	CLSTN1
KIAA0912	alias	CEP152
KIAA0913	prev	ZSWIM8
KIAA0914	alias	FAM13A
KIAA0915	alias	ARHGEF15
KIAA0916	alias	MYCBP2
KIAA0917	alias	SCFD1
KIAA0918	alias	SLITRK5
KIAA0919	alias	EXOC6B
KIAA0920	alias	AKAP2
KIAA0922	prev	TMEM131L
KIAA0924	alias	ZNF652
KIAA0925	alias	CORO2B
KIAA0926	alias	NLRP1
KIAA0928	alias	DICER1
KIAA0929	alias	SPEN
KIAA0931	alias	PHLPP2
KIAA0933	alias	DOP1B
KIAA0934	prev	DIP2C
KIAA0935	alias	MAN2B2
KIAA0936	alias	CILK1
KIAA0937	alias	DTX4
KIAA0938	alias	NAV3
KIAA0939	alias	SLC9A8
KIAA0940	alias	CPEB3
KIAA0941	alias	RAB11FIP2
KIAA0942	alias	PSD3
KIAA0943	alias	ATG4B
KIAA0944	alias	DNAH7
KIAA0945	alias	BAHD1
KIAA0946	alias	ZDHHC17
KIAA0947	prev	ICE1
KIAA0948	alias	TBRG4
KIAA0949	alias	CIT
KIAA0950	alias	FAIM2
KIAA0951	alias	NLGN4Y
KIAA0952	alias	BTBD3
KIAA0953	prev	EFR3B
KIAA0955	alias	CARD8
KIAA0956	alias	ATP11B
KIAA0957	alias	ANKRD6
KIAA0958	alias	POFUT2
KIAA0960	alias	THSD7A
KIAA0961	alias	ZFP30
KIAA0962	alias	DNAJC16
KIAA0963	prev	SBNO2
KIAA0964	alias	DLGAP4
KIAA0965	alias	STK38L
KIAA0966	alias	INPP5F
KIAA0967	alias	FRMPD1
KIAA0968	alias	CAMK2A
KIAA0969	alias	PLEKHA6
KIAA0970	alias	FNDC3A
KIAA0971	prev	FASTKD2
KIAA0972	alias	ZNF510
KIAA0973	alias	MAST1
KIAA0974	prev	FAM149B1
KIAA0974P	prev	FAM149B1P1
KIAA0975	alias	NISCH
KIAA0976	alias	NTNG1
KIAA0977	alias	COBLL1
KIAA0978	alias	ASXL1
KIAA0979	alias	PDS5B
KIAA0980	alias	NINL
KIAA0981	alias	PIKFYVE
KIAA0982	alias	WDR37
KIAA0983	alias	THOC5
KIAA0984	alias	TBC1D30
KIAA0985	alias	RPH3A
KIAA0986	alias	VPS13A
KIAA0987	alias	EPB41L3
KIAA0990	alias	CHSY1
KIAA0991	alias	SEPTIN9
KIAA0992	alias	PALLD
KIAA0993	alias	WDFY3
KIAA0994	alias	PADI2
KIAA0995	alias	PCNX1
KIAA0996	alias	DZIP1
KIAA0997	alias	ZBTB1
KIAA0998	prev	TTLL5
KIAA0999	alias	SIK3
KIAA10	alias	UBE3C
KIAA1000	alias	MYH15
KIAA1001	alias	ARSG
KIAA1002	alias	R3HDM2
KIAA1003	alias	USP20
KIAA1004	alias	KDM2A
KIAA1005	alias	RPGRIP1L
KIAA1006	alias	STXBP5L
KIAA1007	alias	CNOT1
KIAA1008	prev	DIS3
KIAA1009	prev	CEP162
KIAA1010	alias	DNMBP
KIAA1011	alias	SYNE2
KIAA1012	prev	TRAPPC8
KIAA1013	alias	FRMD4B
KIAA1014	alias	FNBP4
KIAA1016	alias	LRCH1
KIAA1018	prev	FAN1
KIAA1019	alias	SON
KIAA1020	alias	HIC2
KIAA1021	alias	ATP11A
KIAA1023	alias	IQCE
KIAA1024	prev	MINAR1
KIAA1024L	prev	MINAR2
KIAA1025	alias	MED13L
KIAA1026	alias	KAZN
KIAA1028	alias	CDK19
KIAA1029	alias	SYNPO
KIAA1030	alias	IGSF9B
KIAA1031	alias	ZC3H7B
KIAA1032	alias	UNC13A
KIAA1033	prev	WASHC4
KIAA1034	alias	SATB2
KIAA1035	alias	AGTPBP1
KIAA1036	prev	VASH1
KIAA1037	alias	WDTC1
KIAA1038	alias	HBS1L
KIAA1039	alias	RAP1GAP2
KIAA1040	alias	MON2
KIAA1041	alias	FOXJ3
KIAA1042	alias	TRAK1
KIAA1043	alias	TTC28
KIAA1044	alias	KCND2
KIAA1045	prev	PHF24
KIAA1046	alias	OTUD4
KIAA1047	alias	NCOR1
KIAA1048	alias	AAK1
KIAA1049	alias	TCF25
KIAA1051	alias	PEG10
KIAA1052	alias	CEP164
KIAA1053	alias	SAMD4A
KIAA1055	alias	TBC1D2B
KIAA1056	alias	ZFHX2
